web-scraper-order,web-scraper-start-url,Pagination,Title,Comment Pagination,Comment,Comment Link,Comment Link-href
"1679812268-34","https://www.royalroad.com/fiction/62087/saintess-summons-skeletons/chapter/1066845/chapter-1-un-holy-beginning","","Chapter 1 - Un-Holy Beginning","","<p>There are no good and bad guys <img src=""https://www.royalroadcdn.com/public/smilies/PenguinGirlEmoticon_Confused001-min-AAAAR7g7Xgw=.png""></p>
<p>Why would anything be all white or all black? Just look at this chapter, sure the Church is bad to the Saints, but they're also the ones keeping the Orphanage running...</p>","29 days  ago","https://www.royalroad.com/fiction/chapter/1066845?comment=8048915#comment-8048915"
"1679812412-35","https://www.royalroad.com/fiction/62087/saintess-summons-skeletons/chapter/1066845/chapter-1-un-holy-beginning","https://www.royalroad.com/fiction/62087/saintess-summons-skeletons/chapter/1066938/chapter-2-holy-see","Chapter 2 - Holy See","","<p>The line you pointed out is a bit messy indeed, I'll rework it slightly.</p>
<p>As for the chain, Sofia understand that's it's meant as an intimidation tool, and she notes that it isn't even tightened correctly, then when everyone leaves the room she just slides her foot off. Though maybe it is also not written in the clearest of ways. (;ﾞ°´ω°´)</p>
<blockquote>
<p>""<span style=""font-size: 0.9em""><span style=""font-weight: 400"">Sofia struggled a bit to wiggle her foot out of the shackle""</span></span></p>
</blockquote>
<p><span style=""font-size: 0.9em""><span style=""font-weight: 400"">Thank you for your feedback! (｀• ω •´)ｂ</span></span></p>","3 months  ago","https://www.royalroad.com/fiction/chapter/1066938?comment=7589512#comment-7589512"
"1679812412-36","https://www.royalroad.com/fiction/62087/saintess-summons-skeletons/chapter/1066845/chapter-1-un-holy-beginning","https://www.royalroad.com/fiction/62087/saintess-summons-skeletons/chapter/1066938/chapter-2-holy-see","Chapter 2 - Holy See","","<p>I rate your thinking process 10/10 (⌐ ■ ◡ ■)</p>
<p>Now the answers await in further chapters. <span style=""font-size: 0.9em""><span style=""font-weight: 400"">(｀• ω •´)ｂ</span></span></p>","2 months  ago","https://www.royalroad.com/fiction/chapter/1066938?comment=7627608#comment-7627608"
"1679812412-37","https://www.royalroad.com/fiction/62087/saintess-summons-skeletons/chapter/1066845/chapter-1-un-holy-beginning","https://www.royalroad.com/fiction/62087/saintess-summons-skeletons/chapter/1066938/chapter-2-holy-see","Chapter 2 - Holy See","","<p>Not going to expand on real world religions, but I think these words in particular do a very good job at sounding badass (⌐ ■ ◡ ■) maybe it's just me</p>","2 months  ago","https://www.royalroad.com/fiction/chapter/1066938?comment=7628690#comment-7628690"
"1679812412-38","https://www.royalroad.com/fiction/62087/saintess-summons-skeletons/chapter/1066845/chapter-1-un-holy-beginning","https://www.royalroad.com/fiction/62087/saintess-summons-skeletons/chapter/1066938/chapter-2-holy-see","Chapter 2 - Holy See","","<p><span style=""font-size: 0.9em""><span style=""font-weight: 400"">And thank you for reading (｀• ω •´)ｂ</span></span></p>","2 months  ago","https://www.royalroad.com/fiction/chapter/1066938?comment=7638781#comment-7638781"
"1679812412-39","https://www.royalroad.com/fiction/62087/saintess-summons-skeletons/chapter/1066845/chapter-1-un-holy-beginning","https://www.royalroad.com/fiction/62087/saintess-summons-skeletons/chapter/1066938/chapter-2-holy-see","Chapter 2 - Holy See","","<p>Hmm... I only see one solution then... I need to write even faster!!!</p>
<p>Thanks for reading! <span style=""font-size: 0.9em""><span style=""font-weight: 400"">(｀• ω •´)ｂ</span></span></p>","2 months  ago","https://www.royalroad.com/fiction/chapter/1066938?comment=7647335#comment-7647335"
"1679812519-40","https://www.royalroad.com/fiction/62087/saintess-summons-skeletons/chapter/1066845/chapter-1-un-holy-beginning","https://www.royalroad.com/fiction/62087/saintess-summons-skeletons/chapter/1067080/chapter-3-blessing-of","Chapter 3 - [Blessing of ]","","<p>The mana part is a bit counter-intuitive but this is fully intended and has to do with how the system works. (;ﾞ°´ω°´)</p>
<p>As for the Skeleton, it might be confusing, I'm sorry. It's actually like this because the skill and the summon have the same name, but level up separately.</p>
<blockquote>
<p style=""margin-bottom: 0""><span style=""font-weight: 400"">[Holy Skeleton] - </span><em><span style=""font-weight: 400"">Level 1 (Lv. 1) -&gt; </span></em><span style=""font-weight: 400"">Level 5 (Lv. 2)</span></p>
</blockquote>
<p>Here the skill <span style=""font-weight: 400"">[Holy Skeleton]</span> went from level 1 to 5, while the 'Summoned hero' Holy Skeleton went from level 1 to 2. This is made clearer later when the skeleton is given a name but until then... please bear with it. (╥﹏╥)</p>
<p><span style=""font-size: 0.9em""><span style=""font-weight: 400"">Thank you for your feedback! (｀• ω •´)ｂ</span></span></p>","3 months  ago","https://www.royalroad.com/fiction/chapter/1067080?comment=7592267#comment-7592267"
"1679812608-41","https://www.royalroad.com/fiction/62087/saintess-summons-skeletons/chapter/1066845/chapter-1-un-holy-beginning","https://www.royalroad.com/fiction/62087/saintess-summons-skeletons/chapter/1067609/chapter-4-level-up","Chapter 4 - Level Up!","","<p>This is exactly how it works, only killing. Using skills levels up the skill itself, but to level up your class there is no shortcut, only killing things. Crafters are indeed a rare commodity, although they do not need to level up their class to have their main skill at a high level.</p>
<p>Most livestock is indeed level 1 or 2, giving very little xp, though the xp requirements for the first few levels are really low, so it adds up over time and a villager might reach about level 15 at some point just by virtue of killing chickens for food over their whole life. It's not that killing something of a lower level gives no experience, but it very rapidly gives increasingly less as the level gap widens. Keep in mind anything the narrator says when in Sofia's pov is still only really what Sofia experiences but doesn't actively think in phrases, she's sometimes straight up wrong or make false assumptions.</p>
<p>Either way, the reality of this system is that most humans won't even reach level 10 in their lifetime, by design. As for how anyone could possibly still get experience at higher levels without having to hunt that one wolf that decimated half the kingdom's sheeps for xp, or resorting to mass murder, it's a very simple case of not every species/race/individual being born at level 1.</p>
<p>I can't say much more about the why or how the system ended up like this without spoiling major plot points, so this will have to do for now <span style=""font-size: 0.9em""><span style=""font-weight: 400"">(｀• ω •´)ｂ</span></span></p>","3 months  ago","https://www.royalroad.com/fiction/chapter/1067609?comment=7595297#comment-7595297"
"1679812608-42","https://www.royalroad.com/fiction/62087/saintess-summons-skeletons/chapter/1066845/chapter-1-un-holy-beginning","https://www.royalroad.com/fiction/62087/saintess-summons-skeletons/chapter/1067609/chapter-4-level-up","Chapter 4 - Level Up!","","<p><span style=""font-size: 0.9em""><span style=""font-weight: 400"">Turns out I had this well figured out this time but I wouldn't put it past me to make a mistake like that at some point so... In any case I appreciate the thought  (｀• ω •´)ｂ<br></span></span></p>","3 months  ago","https://www.royalroad.com/fiction/chapter/1067609?comment=7595366#comment-7595366"
"1679812608-43","https://www.royalroad.com/fiction/62087/saintess-summons-skeletons/chapter/1066845/chapter-1-un-holy-beginning","https://www.royalroad.com/fiction/62087/saintess-summons-skeletons/chapter/1067609/chapter-4-level-up","Chapter 4 - Level Up!","","<p>No take backs! What she has combined is what she's stuck with. <span style=""font-size: 0.9em""><span style=""font-weight: 400"">(｀• ω •´)</span></span></p>","2 months  ago","https://www.royalroad.com/fiction/chapter/1067609?comment=7632315#comment-7632315"
"1679812608-44","https://www.royalroad.com/fiction/62087/saintess-summons-skeletons/chapter/1066845/chapter-1-un-holy-beginning","https://www.royalroad.com/fiction/62087/saintess-summons-skeletons/chapter/1067609/chapter-4-level-up","Chapter 4 - Level Up!","","<p>Nice catch, thanks <span style=""font-size: 0.9em""><span style=""font-weight: 400""> (｀• ω •´)ｂ</span></span></p>","2 months  ago","https://www.royalroad.com/fiction/chapter/1067609?comment=7647003#comment-7647003"
"1679812608-45","https://www.royalroad.com/fiction/62087/saintess-summons-skeletons/chapter/1066845/chapter-1-un-holy-beginning","https://www.royalroad.com/fiction/62087/saintess-summons-skeletons/chapter/1067609/chapter-4-level-up","Chapter 4 - Level Up!","","<p>I was looking at two different things while coming up with it, it's going to become very obvious what that was when we get to learn more about the Deep, but until then, that'll have to stay a secret <span style=""font-size: 0.9em""><span style=""font-weight: 400"">(｀• ω •´)</span></span></p>","2 months  ago","https://www.royalroad.com/fiction/chapter/1067609?comment=7652005#comment-7652005"
"1679812608-46","https://www.royalroad.com/fiction/62087/saintess-summons-skeletons/chapter/1066845/chapter-1-un-holy-beginning","https://www.royalroad.com/fiction/62087/saintess-summons-skeletons/chapter/1067609/chapter-4-level-up","Chapter 4 - Level Up!","","<p>Thanks for the edits and for reading! <span style=""font-size: 0.9em""><span style=""font-weight: 400"">(｀• ω •´)ｂ</span></span></p>","2 months  ago","https://www.royalroad.com/fiction/chapter/1067609?comment=7654778#comment-7654778"
"1679812697-47","https://www.royalroad.com/fiction/62087/saintess-summons-skeletons/chapter/1066845/chapter-1-un-holy-beginning","https://www.royalroad.com/fiction/62087/saintess-summons-skeletons/chapter/1067726/chapter-5-maiden-bolt","Chapter 5 - [Maiden bolt]","","<p>This was the one idea that had me going 'I absolutely need to write that down __φ(．．;) ', and then this whole story happened. I like to surprise myself with what skills will come up next.</p>","3 months  ago","https://www.royalroad.com/fiction/chapter/1067726?comment=7594257#comment-7594257"
"1679812697-48","https://www.royalroad.com/fiction/62087/saintess-summons-skeletons/chapter/1066845/chapter-1-un-holy-beginning","https://www.royalroad.com/fiction/62087/saintess-summons-skeletons/chapter/1067726/chapter-5-maiden-bolt","Chapter 5 - [Maiden bolt]","","<p>Comments like this warm my cold skeletal heart. Be assured that I'll keep this going for a good while, I can say with absolute certainty there will be <span style=""text-decoration: underline"">at least</span> a hundred chapters, let's hope everyone enjoys reading them as much as I enjoy writing them. Happy holidays to you too (っ*´∀｀*)っ </p>","3 months  ago","https://www.royalroad.com/fiction/chapter/1067726?comment=7594452#comment-7594452"
"1679812697-49","https://www.royalroad.com/fiction/62087/saintess-summons-skeletons/chapter/1066845/chapter-1-un-holy-beginning","https://www.royalroad.com/fiction/62087/saintess-summons-skeletons/chapter/1067726/chapter-5-maiden-bolt","Chapter 5 - [Maiden bolt]","","<p>Thank you for all your edit suggestions, very much appreciated <span style=""font-size: 0.9em""><span style=""font-weight: 400"">(｀• ω •´)ｂ</span></span></p>
<p>What would [Maiden bolt] do... if it was later in the story I would have a different answer but right now if she were to combine this skill, (°ロ°) ! System san would probably have a heart [ERROR] or something! It wouldn't just throw young girls at people, right... RIGHT?</p>","3 months  ago","https://www.royalroad.com/fiction/chapter/1067726?comment=7598876#comment-7598876"
"1679812697-50","https://www.royalroad.com/fiction/62087/saintess-summons-skeletons/chapter/1066845/chapter-1-un-holy-beginning","https://www.royalroad.com/fiction/62087/saintess-summons-skeletons/chapter/1067726/chapter-5-maiden-bolt","Chapter 5 - [Maiden bolt]","","<p>I know, right? Imagine being a maidenless tarnished (ಠ_ಠ)&gt;⌐■-■</p>","3 months  ago","https://www.royalroad.com/fiction/chapter/1067726?comment=7617407#comment-7617407"
"1679812697-51","https://www.royalroad.com/fiction/62087/saintess-summons-skeletons/chapter/1066845/chapter-1-un-holy-beginning","https://www.royalroad.com/fiction/62087/saintess-summons-skeletons/chapter/1067726/chapter-5-maiden-bolt","Chapter 5 - [Maiden bolt]","","<p>Great catch, thank you!  <span style=""font-size: 0.9em""><span style=""font-weight: 400"">(｀• ω •´)ｂ</span></span></p>","2 months  ago","https://www.royalroad.com/fiction/chapter/1067726?comment=7625743#comment-7625743"
"1679812697-52","https://www.royalroad.com/fiction/62087/saintess-summons-skeletons/chapter/1066845/chapter-1-un-holy-beginning","https://www.royalroad.com/fiction/62087/saintess-summons-skeletons/chapter/1067726/chapter-5-maiden-bolt","Chapter 5 - [Maiden bolt]","","<p>True, but honestly I really like the <span>speculations it spawned around that particular never-to-be-made skill. (๑•́ ヮ •̀๑)</span></p>","2 months  ago","https://www.royalroad.com/fiction/chapter/1067726?comment=7746140#comment-7746140"
"1679812697-53","https://www.royalroad.com/fiction/62087/saintess-summons-skeletons/chapter/1066845/chapter-1-un-holy-beginning","https://www.royalroad.com/fiction/62087/saintess-summons-skeletons/chapter/1067726/chapter-5-maiden-bolt","Chapter 5 - [Maiden bolt]","","<p><span><span>I'm taking notes for the day I </span></span><span><span>inevitably</span></span><span><span> end up writing a 'best reader submitted skills' extra chapter.  ___〆(・∀・) </span></span></p>","2 months  ago","https://www.royalroad.com/fiction/chapter/1067726?comment=7746376#comment-7746376"
"1679812876-54","https://www.royalroad.com/fiction/62087/saintess-summons-skeletons/chapter/1066845/chapter-1-un-holy-beginning","https://www.royalroad.com/fiction/62087/saintess-summons-skeletons/chapter/1068412/chapter-7-sensitive-nose","Chapter 7 - Sensitive nose","","<p>Thank you for all the edit suggestions again <span style=""font-size: 0.9em""><span style=""font-weight: 400"">(｀• ω •´)ｂ</span></span></p>
<p>I really really need to proofread those old chapters more... So much to do, so little time... 0(:3  )~</p>
<p>English is hard (ㅍ_ㅍ)</p>","3 months  ago","https://www.royalroad.com/fiction/chapter/1068412?comment=7600603#comment-7600603"
"1679812876-55","https://www.royalroad.com/fiction/62087/saintess-summons-skeletons/chapter/1066845/chapter-1-un-holy-beginning","https://www.royalroad.com/fiction/62087/saintess-summons-skeletons/chapter/1068412/chapter-7-sensitive-nose","Chapter 7 - Sensitive nose","","<p>She didn't know about them, but that doesn't mean they don't exist (｡•̀ᴗ-)✧</p>","2 months  ago","https://www.royalroad.com/fiction/chapter/1068412?comment=7633848#comment-7633848"
"1679812876-56","https://www.royalroad.com/fiction/62087/saintess-summons-skeletons/chapter/1066845/chapter-1-un-holy-beginning","https://www.royalroad.com/fiction/62087/saintess-summons-skeletons/chapter/1068412/chapter-7-sensitive-nose","Chapter 7 - Sensitive nose","","<p>Monsters levels is a very complex topic, to avoid spoiler all I can say is they 'spawn that high' although that's not exactly what it is. And yeah in this particular case all these zombies have for them is being tough really. But they're <span style=""text-decoration: underline"">very</span> tough.(⌐ ■ ◡ ■)</p>","2 months  ago","https://www.royalroad.com/fiction/chapter/1068412?comment=7642798#comment-7642798"
"1679812876-57","https://www.royalroad.com/fiction/62087/saintess-summons-skeletons/chapter/1066845/chapter-1-un-holy-beginning","https://www.royalroad.com/fiction/62087/saintess-summons-skeletons/chapter/1068412/chapter-7-sensitive-nose","Chapter 7 - Sensitive nose","","<p>It's an automatic feature for xp sharing on team kills</p>","2 months  ago","https://www.royalroad.com/fiction/chapter/1068412?comment=7679754#comment-7679754"
"1679812984-58","https://www.royalroad.com/fiction/62087/saintess-summons-skeletons/chapter/1066845/chapter-1-un-holy-beginning","https://www.royalroad.com/fiction/62087/saintess-summons-skeletons/chapter/1068536/chapter-8-passively-useless","Chapter 8 - Passively useless","","<p>Wanted to implie that it's in meters but it is unclear now that I look at it again. Will fix it, thank you for letting me know<span style=""font-size: 0.9em""><span style=""font-weight: 400""> (｀• ω •´)ｂ</span></span></p>","3 months  ago","https://www.royalroad.com/fiction/chapter/1068536?comment=7601957#comment-7601957"
"1679812984-59","https://www.royalroad.com/fiction/62087/saintess-summons-skeletons/chapter/1066845/chapter-1-un-holy-beginning","https://www.royalroad.com/fiction/62087/saintess-summons-skeletons/chapter/1068536/chapter-8-passively-useless","Chapter 8 - Passively useless","","<p>Don't repeat this around, but I'm a baguette person, it's normal in our language, mandatory even, to put a space before "": ; ! ?"", I managed to force myself for everything else but for whatever reason no space before a colon looks like a mess to my eyes, no matter how many times I see it. I just can't bring myself to destroy their personnal space like that (╥﹏╥)</p>","3 months  ago","https://www.royalroad.com/fiction/chapter/1068536?comment=7604626#comment-7604626"
"1679812984-60","https://www.royalroad.com/fiction/62087/saintess-summons-skeletons/chapter/1066845/chapter-1-un-holy-beginning","https://www.royalroad.com/fiction/62087/saintess-summons-skeletons/chapter/1068536/chapter-8-passively-useless","Chapter 8 - Passively useless","","<p>And yet we still kiss each other on the cheeks to say hi. Baguette land sure is a place ever.</p>","2 months  ago","https://www.royalroad.com/fiction/chapter/1068536?comment=7700623#comment-7700623"
"1679812984-61","https://www.royalroad.com/fiction/62087/saintess-summons-skeletons/chapter/1066845/chapter-1-un-holy-beginning","https://www.royalroad.com/fiction/62087/saintess-summons-skeletons/chapter/1068536/chapter-8-passively-useless","Chapter 8 - Passively useless","","<p><img src=""https://www.royalroadcdn.com/public/smilies/PenguinGirlEmoticon_Eating001-min-AADA50Q8Xgw=.png""></p>","2 months  ago","https://www.royalroad.com/fiction/chapter/1068536?comment=7696765#comment-7696765"
"1679813091-62","https://www.royalroad.com/fiction/62087/saintess-summons-skeletons/chapter/1066845/chapter-1-un-holy-beginning","https://www.royalroad.com/fiction/62087/saintess-summons-skeletons/chapter/1068640/chapter-9-tomfoolery","Chapter 9 - Tomfoolery","","<p>Hmm (╭ರ_•́)  I do think my version hits a bit harder but it is indeed way clunky. Guess I'll take you up on the suggestion. Though I won't change how the hero talks, which is a showcase of his personality ;)</p>
<p>Thanks for helping <span style=""font-size: 0.9em""><span style=""font-weight: 400"">(｀• ω •´)ｂ</span></span></p>","2 months  ago","https://www.royalroad.com/fiction/chapter/1068640?comment=7647132#comment-7647132"
"1679813091-63","https://www.royalroad.com/fiction/62087/saintess-summons-skeletons/chapter/1066845/chapter-1-un-holy-beginning","https://www.royalroad.com/fiction/62087/saintess-summons-skeletons/chapter/1068640/chapter-9-tomfoolery","Chapter 9 - Tomfoolery","","<p>Would be interesting if it worked like that, but she is only immune to the status effect [Instant death] and not the concept as a whole </p>
<div>
<div>(´-ω-`)</div>
</div>","2 months  ago","https://www.royalroad.com/fiction/chapter/1068640?comment=7708696#comment-7708696"
"1679813091-64","https://www.royalroad.com/fiction/62087/saintess-summons-skeletons/chapter/1066845/chapter-1-un-holy-beginning","https://www.royalroad.com/fiction/62087/saintess-summons-skeletons/chapter/1068640/chapter-9-tomfoolery","Chapter 9 - Tomfoolery","","<p>Returned to bones <img src=""https://www.royalroadcdn.com/public/Smileys/PenguinGirlEmoticon_Reaper002-size-AABAmICPfA8.png?time=1617663865""></p>","2 months  ago","https://www.royalroad.com/fiction/chapter/1068640?comment=7790687#comment-7790687"
"1679813180-65","https://www.royalroad.com/fiction/62087/saintess-summons-skeletons/chapter/1066845/chapter-1-un-holy-beginning","https://www.royalroad.com/fiction/62087/saintess-summons-skeletons/chapter/1069117/chapter-10-on-edge","Chapter 10 - On edge","","<p>Good catch, thank you! <span style=""font-size: 0.9em""><span style=""font-weight: 400""> (｀• ω •´)ｂ</span></span></p>","3 months  ago","https://www.royalroad.com/fiction/chapter/1069117?comment=7606044#comment-7606044"
"1679813180-66","https://www.royalroad.com/fiction/62087/saintess-summons-skeletons/chapter/1066845/chapter-1-un-holy-beginning","https://www.royalroad.com/fiction/62087/saintess-summons-skeletons/chapter/1069117/chapter-10-on-edge","Chapter 10 - On edge","","<p>The exact description was ""<span style=""font-weight: 400"">Does not work in restricted spaces</span>"", as it turns out, the pit is so huge that it works (ㆁ△ㆁ)</p>","3 months  ago","https://www.royalroad.com/fiction/chapter/1069117?comment=7606112#comment-7606112"
"1679813180-67","https://www.royalroad.com/fiction/62087/saintess-summons-skeletons/chapter/1066845/chapter-1-un-holy-beginning","https://www.royalroad.com/fiction/62087/saintess-summons-skeletons/chapter/1069117/chapter-10-on-edge","Chapter 10 - On edge","","<p>Yep, the old man can't really afford to lose another Saint right now, that would set him back many months again, and since the undead aren't that much of a threat, he clings onto the hope that she's still fine... The church really need them heroes <span style=""text-decoration: underline"">right now</span> is what it boils down to.</p>
<p>And thank you for all the edits again (つ≧▽≦)つ</p>","3 months  ago","https://www.royalroad.com/fiction/chapter/1069117?comment=7611275#comment-7611275"
"1679813180-68","https://www.royalroad.com/fiction/62087/saintess-summons-skeletons/chapter/1066845/chapter-1-un-holy-beginning","https://www.royalroad.com/fiction/62087/saintess-summons-skeletons/chapter/1069117/chapter-10-on-edge","Chapter 10 - On edge","","<p>If the description says it heals undead then it does <span>¯\_(ツ)_/¯</span></p>","2 months  ago","https://www.royalroad.com/fiction/chapter/1069117?comment=7679878#comment-7679878"
"1679813288-69","https://www.royalroad.com/fiction/62087/saintess-summons-skeletons/chapter/1066845/chapter-1-un-holy-beginning","https://www.royalroad.com/fiction/62087/saintess-summons-skeletons/chapter/1069208/chapter-11-hanging-on","Chapter 11 - Hanging on","","<p>Being almost free is a thing, but to clear the dungeon right now... she would need several layers of the thickest of plot armors (ʘᗩʘ')</p>
<p>And thanks for always readingヽ(＾Д＾)ﾉ</p>","3 months  ago","https://www.royalroad.com/fiction/chapter/1069208?comment=7607166#comment-7607166"
"1679813288-70","https://www.royalroad.com/fiction/62087/saintess-summons-skeletons/chapter/1066845/chapter-1-un-holy-beginning","https://www.royalroad.com/fiction/62087/saintess-summons-skeletons/chapter/1069208/chapter-11-hanging-on","Chapter 11 - Hanging on","","<p>Glad you like it, one more chapter today coming soon. Comments like yours make my day, you have no idea, thank you for your support (つ≧▽≦)つ</p>","3 months  ago","https://www.royalroad.com/fiction/chapter/1069208?comment=7607445#comment-7607445"
"1679813288-71","https://www.royalroad.com/fiction/62087/saintess-summons-skeletons/chapter/1066845/chapter-1-un-holy-beginning","https://www.royalroad.com/fiction/62087/saintess-summons-skeletons/chapter/1069208/chapter-11-hanging-on","Chapter 11 - Hanging on","","<p>You stop reading whenever you want mate, but do you make the rules or do I? If I say his brain splattering on the ground kills him no matter how much hp he has left then it does, besides you're assuming you know both this armored fantasy paladin's weight and this world's gravitational constant, which you don't.</p>
<p>Anyways, good luck on finding your realistic dreams on this litrpg dominated website, cya <span style=""font-size: 0.9em""><span style=""font-weight: 400"">(｀• ω •´)</span></span></p>","2 months  ago","https://www.royalroad.com/fiction/chapter/1069208?comment=7793732#comment-7793732"
"1679813376-72","https://www.royalroad.com/fiction/62087/saintess-summons-skeletons/chapter/1066845/chapter-1-un-holy-beginning","https://www.royalroad.com/fiction/62087/saintess-summons-skeletons/chapter/1069316/chapter-12-boneanza","Chapter 12 - Boneanza","","<p>No can do, the system scribe only creates the description once the skill is combined, and then there's no going back. </p>
<p>So she can only make assumptions beforehand, she better be careful about what she makes (⌐ ■ ◡ ■)</p>
<p>Wouldn't want to create something like '<strong>[Maiden soul] : </strong><span style=""font-weight: 400"">Restore the purity of your own soul by erasing all adult memories. Costs 100 000 mana. One year cooldown.' (ಠ_ಠ)&gt;⌐■-■</span></p>","3 months  ago","https://www.royalroad.com/fiction/chapter/1069316?comment=7619991#comment-7619991"
"1679813376-73","https://www.royalroad.com/fiction/62087/saintess-summons-skeletons/chapter/1066845/chapter-1-un-holy-beginning","https://www.royalroad.com/fiction/62087/saintess-summons-skeletons/chapter/1069316/chapter-12-boneanza","Chapter 12 - Boneanza","","<p>That I completely agree with! But Sofia wouldn't take the risk, so we can only imagine. (╥﹏╥)</p>
<p>Maybe someday I'll write an extra chapter with all the messed up skills that could have been made. __φ(．．)</p>","3 months  ago","https://www.royalroad.com/fiction/chapter/1069316?comment=7620063#comment-7620063"
"1679813376-74","https://www.royalroad.com/fiction/62087/saintess-summons-skeletons/chapter/1066845/chapter-1-un-holy-beginning","https://www.royalroad.com/fiction/62087/saintess-summons-skeletons/chapter/1069316/chapter-12-boneanza","Chapter 12 - Boneanza","","<p>Doesn't work because it's two front parts, I would have like an Angel's maiden too (｡╯︵╰｡)</p>","2 months  ago","https://www.royalroad.com/fiction/chapter/1069316?comment=7647416#comment-7647416"
